Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
b16f90d0-7119-42fe-bea3-0b30e2a3b0a8,52b20517-a1ba-4b78-8711-adebd336a6c2,Apparition Alarme 30MKY10EW801,2022-08-17 10:17:11,ALTERNATEUR,34EL,3
98949385-071c-41a3-92e1-d4bcae66c2ee,c111ab6f-a961-43ce-b8fe-54b2abf73628,Elimination fuite charbon sur conduite CP,2022-08-17 12:00:00,BROYEUR A,34MD,1
98949385-071c-41a3-92e1-d4bcae66c2ee,c111ab6f-a961-43ce-b8fe-54b2abf73628,Elimination fuite charbon sur conduite CP,2022-08-17 12:00:00,BROYEUR A,34MD,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Réparation de mur en béton,2022-08-17 12:30:00,unité 03,34MD,1
88edcdbb-03c9-47f2-9958-d4d962621f1e,52a400ba-3fbe-4ba4-9fbf-dbd609efae4d,FUITE D'HUILE A LOCALISER AU NIVEAU BOITE CABLE 6.6KV,2022-08-18 08:53:23,TRANSFO DE SOUTIRAGE,34EL,2
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,filtre d'aspiration pompe fuel N°10 encrassé tr 3.,2022-08-18 10:05:24,POMPE FUEL  PRINCIPALE  N°1,34MC,1
0b91b769-d3ab-4af8-b18a-9f5427039239,8339f76d-30eb-4918-99db-854ff69352fb,PERTE MESURE DE PLUSIEURS TRANSMETTEURS DES SYSTEMES MKG ET MKF(défaut carte).,2022-08-19 12:43:39,"P,H2 SUPP GAS UNIT",34CT,2
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,Fuite d'air de commande au niveau de distributeur de la vanne entrée sas (côté safi) champ 1A et le distributeur de la vanne de convoyage champ 3A.,2022-08-19 13:03:54,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34CT,1
12e410dd-2cad-4b34-9e31-1cbe01f94c55,cbd40d2b-59cc-4db7-9f41-2986a167df77,manque d'un indicateur de température aspiration pompe alimentaire N°10,2022-08-19 13:34:06,INDICATEUR DE TEMPERATURE,34CT,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement filtre d'aspiration pompe fuel N°20 tr3.,2022-08-21 09:58:04,POMPE FUEL  PRINCIPALE  N°2,34MC,1
e29c28f3-eaa2-4798-bf5d-183072a1c02e,b7dd37f4-8f86-4391-955e-c0db891bec12,Présence des traces d'huile au dessous du compresseur ETP12 TR3.,2022-08-21 09:58:09,COMPRESSEUR D'AIR C TYPE GA90W,34MC,1
e37217a3-5ad4-4c31-bcc3-581130d00c67,f7edce60-d1a5-401a-b673-f1193930615c,Défaut de niveau fréquent niveaustat sas côté safi champ 3B.,2022-08-21 15:30:17,SAS A SOUS CHAMP 3 ELECTROFILTRE B,34CT,1
d8f350d4-961e-4c1c-b4fd-74f36e85e99c,c5799184-0dba-4180-a805-1028a4215ab8,Défaut électrique au niveau de la cassette du frappeur émissif champ 3B Tr3,2022-08-22 09:52:46,MOTEUR DE FRAPPAGE PLAQUE EMESSIVE CHAMP 3 FILE B,34EL,1
88edcdbb-03c9-47f2-9958-d4d962621f1e,52a400ba-3fbe-4ba4-9fbf-dbd609efae4d,Remise en état des protes transfo Auxiliaire et principale,2022-08-22 10:43:00,TRANSFO DE SOUTIRAGE,34MD,1
98949385-071c-41a3-92e1-d4bcae66c2ee,c111ab6f-a961-43ce-b8fe-54b2abf73628,Elimination fuite de charbon au niveau sortie broyeur A,2022-08-22 10:46:00,BROYEUR A,34MD,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Remise en état par peinture porte d'entrée convoyeur 30,2022-08-22 10:59:00,unité 03,34MD,1
1fc0600a-af34-4986-91da-16b17a3ecaa0,8c925644-3527-4713-a37a-7458857987ae,BLOCAGE DE LA VANNE REGULATRICE NIVEAU CONDENSEUR.,2022-08-22 15:14:58,CLAPET AU REFOULEMENT DE LA POMPE D'EXTRACTION N°1,34CT,2
7eb22b3a-41e2-4a19-84b5-7b24b788b36f,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite CP au niveau de la trappe sortie broyeur D.,2022-08-23 09:00:08,PULVERIZER D2 DISCHARGE,34MC,1
123ee559-d134-4ac1-8627-556a2919cd66,52b20517-a1ba-4b78-8711-adebd336a6c2,Remise en état porte armoire groupe diesel,2022-08-23 14:22:00,ARMOIRE DE CONTRÔLE DU GROUPE ELECTROGENE,34MD,3
1719f1c4-fb39-4d7e-a7e4-b9be4ce9b4b6,f8c9a701-d706-4186-a4ab-5576d5df25da,Fabrication garde-corps pour installer voisinage système injection souffre,2022-08-23 14:57:00,Systéme SO3,34MD,1
b968eb4f-6852-4095-aea2-24cc84d62527,b7dd37f4-8f86-4391-955e-c0db891bec12,Prévoir remise en état de la conduite d'évacuation des condensats sécheur ETP10.,2022-08-24 11:02:52,SECHEUR POUR COMPRESSEUR D'AIR A TYPE GA90W,34MC,1
e29c28f3-eaa2-4798-bf5d-183072a1c02e,b7dd37f4-8f86-4391-955e-c0db891bec12,Fuite d'huile (goutte à goutte) au niveau de l'accouplement moto compresseur ETP12 TR3,2022-08-24 11:02:57,COMPRESSEUR D'AIR C TYPE GA90W,34MC,1
50198e2c-8d7e-460b-b69a-bd69f39e3725,6f54ef91-58f1-46fc-a6cb-b28d8828d9f4,Prévoir le contrôle de la vanne d'appoint secours condenseur 30LCP10AA002 (ne se commande pas).,2022-08-24 12:25:16,CONDENSEUR PRINCIPAL / MAIN CONDENSER,34CT,3
11c74e62-aa35-400a-bfe9-522829b2a387,a738c0f1-e548-4680-9409-ef6832ec1e32,défaut transmetteur de température enroulement n°4 moteur tirage A.,2022-08-24 12:25:22,Mesure de Température Enroulement 4 Moteur du Ventilateur de Tirage  A,34CT,1
427af330-943f-4c0e-a713-98adaa268ff1,a17dc56e-64ff-4e7d-aa08-0ec5d345478b,prévoir remise en état  fin de course de pression inertage  broyeur C.,2022-08-25 13:17:03,Isolement vapeur d'inertage de broyeur C,34CT,1
00f557a1-9685-4fc4-a4e6-9f046e942799,00436d58-0122-4896-b67f-e94022a291dc,fuite d'eau par raccord du transmetteur de pression sortie surchauffeur VS,2022-08-25 13:17:12,P SURCH AV ERV,34CT,1
c83d884c-736b-486f-90f0-375535fadd97,f7edce60-d1a5-401a-b673-f1193930615c,prévoir inspection des sas de champ3A U3 . (niveau haut fréquent dans les sas ),2022-08-26 09:46:36,SAS A SOUS CHAMP 3 ELECTROFILTRE A,34MC,1
00c21557-302f-4270-b2d7-d48149ef2ba0,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir remise en état du câble de protection cathodique situé en amont de la grille.,2022-08-28 08:20:37,DEGRILLEUR N°1 /BAR SCREEN,34EL,2
cb556698-4aeb-4f93-86f2-4e4b10793289,fb2a4caa-b67f-43d8-8e30-2c561492e889,Fuite d'air par bride du niveaustat de la sas du refus broyeur D.,2022-08-28 10:16:49,instrumentations  de la Sas Refus broyeur D,34CT,1
7e439231-43eb-4549-a404-8b40938141f2,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir la remise en état du convoyeur de nettoyage alimentateur A (moteur a l'arrêt),2022-08-28 10:28:03,CONVOYEUR DE NETTOYAGE  ALIMENTATEUR A,34MC,1
fc4b7835-696e-4c79-b4d7-f82d9a12fc2b,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite CP sortie broyeur C TR3,2022-08-28 10:28:09,PULVERIZER C2 DISCHARGE,34MD,1
d003b220-bd24-4264-8380-7eeba57f1e35,e87a6eed-5b9b-41f6-9d11-a3214c05bd53,fuite d'eau par raccord vanne d'isolement prise de pression aval vanne manuelle d'isolement désurchauffe VS,2022-08-28 10:28:17,S.H.SPRAY WATER  BLOCK,34CT,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,prévoir fixation la porte local parc a gaz,2022-08-28 10:42:20,unité 03,34MD,1
732416ec-0859-4925-9594-24af188e21db,add65e89-e58b-4810-9a78-6247783d8752,a remettre en place le calorifuge de la vanne de purge normale HP7,2022-08-28 10:42:24,Purge normale HP 7,34MD,1
5d443e88-e49c-4aaa-8b60-2d24ee1944fa,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,fuite air chaud au niveau de l'angle 2 plan CD ( prévoir contrôle étanchéité coin 2 chaudière),2022-08-28 10:44:12,REGISTRE D'AIR COIN 2 PLAN CD,34MC,2
e11b33c1-1ef5-41ac-9ec4-4d6675940626,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite CP sortie broyeur C.,2022-08-28 10:44:16,PULVERIZER B3 DISCHARGE,34MD,1
2ede7d96-57b9-47c1-ba8a-4115f768da72,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir inspection des joints entrée sas du champ 1B (Niveau fréquent).,2022-08-29 08:30:00,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 1 ELECTROFIL,34MC,1
e048e270-5d8a-47b5-8a55-f46ce9674b46,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur importante par tresse du ramoneur IK 14,2022-08-29 09:20:45,RAMONEUR LONG RETRACTABLE  IK14,34MC,1
0ba37ef2-d44e-484b-b69f-035d58451cf6,c111ab6f-a961-43ce-b8fe-54b2abf73628,Elimination fuite de charbon sortie broyeur B,2022-08-29 10:14:00,broyeur B,34MD,1
f7f06928-45bc-40bf-9408-3bb545efe50d,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,"Prévoir le contrôle du transmetteur ""30LAB12CP001"" pression refoulement pompe alimentaire 10 ""pompage de pression"".",2022-08-29 14:00:34,PRESS ALIM PA10,34CT,1
dd77d046-9760-4aa7-8236-ece034e76b5d,cbd40d2b-59cc-4db7-9f41-2986a167df77,POMPE NOURRICIERE :  Contrôle régulier de graissage de palier/roulement POMPE PRINCIPALE : Prévoir si nécessaire au prochain arrêt prolongé de la pompe le contrôle de l’état de son corps mobile (Usure ; bagues,2022-08-29 15:39:00,ligne eau alimentaire 10,34MM,1
650f7f73-7f6f-49c7-99e7-0795d88c41ee,cbd40d2b-59cc-4db7-9f41-2986a167df77,Prévoir lors du prochain arrêt prolongé de la machine l’inspection mécanique des paliers de moteur (Jeu radial ; coussinet…) et équilibrage de moteur en atelier si nécessaire.,2022-08-29 15:52:00,ligne eau alimentaire 30,34EL,2
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Mou de chaine coté mer dans le décrasseur TR3.,2022-08-30 09:07:19,DECRASSEUR,34MC,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Remise en état les portes coupe-feu,2022-08-30 12:28:26,unité 03,34MD,1
f4653d21-1b81-4ea3-b483-42b746e06051,3c41f98b-dce1-4756-9f62-99d82d9a998d,Remise en état de la cheminée,2022-08-31 08:47:53,CHAUDIERE UNITE 3,34MD,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Soudage des coquillier raclette de la chaine décrasseur.,2022-08-31 09:23:24,DECRASSEUR,34MC,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Rechargement clapet de la vanne entrée (SAS 1-B),2022-08-31 12:33:12,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,1
0af9dd03-7930-4539-9264-f726fa16fc9a,f771d801-5357-4818-976c-6a8102b713e2,Soudage des coquille  raclette de la chaine décrasseur,2022-08-31 12:33:24,SYSTEM ETA,34MD,1
c0b407ba-7a42-4b68-9ae6-4fcb6300c8b6,b7dd37f4-8f86-4391-955e-c0db891bec12,Prévoir un appoint d'huile du compresseur ETP11 tr3.,2022-08-31 14:52:27,COMPRESSEUR D'AIR B TYPE GA90W,34MC,1
c0b407ba-7a42-4b68-9ae6-4fcb6300c8b6,b7dd37f4-8f86-4391-955e-c0db891bec12,légère fuite d'huile (présence traces) compresseur ETP11 U3,2022-08-31 14:52:31,COMPRESSEUR D'AIR B TYPE GA90W,34MC,1
e5241d80-1d9a-4eaa-9089-0259132db47a,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,UPGRADE COFFRET ALIMENTATEUR,2022-09-02 08:49:00,COAL FEEDER D,34CT,1
7f87be06-3c25-49f6-a930-2cf96019b81b,cbd40d2b-59cc-4db7-9f41-2986a167df77,prévoir un appoint d'huile au pompe booster N°20,2022-09-04 10:02:03,Pompe nouriciere (booster)   N°20,34MM,1
2f8007cf-80dd-4732-9cc2-6f46bf5e9c76,cbd40d2b-59cc-4db7-9f41-2986a167df77,la vanne de vidange pompe alimentaire 10 non étanche,2022-09-04 10:03:20,Vidange Pompe Alimentaire N°10,34MD,1
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir contrôler le niveau d'huile de la pompe de lavage 10 TR3.,2022-09-04 10:03:57,Pompe eau de lavage du tambour 10,34MM,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,état de câble de dégrilleur dégradé . U3,2022-09-04 10:04:53,Dégrilleur,34MM,2
d10a2c49-2040-4440-a4ce-f27fd7aaed6e,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,prévoir le contrôle du distributeur de la pompe MAX21AP001 huile de commande by-pass BP.,2022-09-04 10:08:32,POMPE HYDROLIQUE BY-PASS LP  2,34MM,1
dd77d046-9760-4aa7-8236-ece034e76b5d,cbd40d2b-59cc-4db7-9f41-2986a167df77,     légère fuite d eau par le corps vanne d isolement (30lac30aa303) refroidissement garniture mécanique palier libre ppe principale 30 ,2022-09-04 10:09:11,ligne eau alimentaire 10,34MM,1
7bbee5e2-f834-4846-a18c-ccbfd88ba86e,cbd40d2b-59cc-4db7-9f41-2986a167df77,légère fuite d eau par le corps vanne d isolement (30lac20aa202) refroidissement  garniture mécanique palier libre  ppe principale 20,2022-09-04 10:09:16,ligne eau alimentaire 20,34MM,1
806d6154-7913-4592-8431-ea152dccee67,3cca8df0-66e0-4b80-b6e2-e3b45e49fcda,Prévoir nettoyage filtre Noria N°20,2022-09-04 10:09:24,Echangeur Noria,34MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,prévoir changement cadre h2,2022-09-04 10:09:43,unité 03,34MM,1
5017f11b-89f3-4c33-b522-9e82c6c7b35a,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,Découpage et soudage d'accouplement convoyeur de nettoyage alimentateur A,2022-09-04 12:15:00,CONVOYEUR DE NETTOYAGE  ALIMENTATEUR B,34MD,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Manque d'éclairage goulotte décrasseur Tr3.,2022-09-04 13:25:28,DECRASSEUR,34EL,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,légère fuite fioul au niveau de la garniture de la pompe fioul N20 U3,2022-09-05 09:00:20,POMPE FUEL  PRINCIPALE  N°2,34MC,2
9a3ab81e-0801-4ec4-99ab-fcf7b60e802c,f8c9a701-d706-4186-a4ab-5576d5df25da,fuite SO3 AU NIVEAU D'injecteur,2022-09-06 09:08:33,INJECTEUR SO3 4A,34MC,2
c0b407ba-7a42-4b68-9ae6-4fcb6300c8b6,b7dd37f4-8f86-4391-955e-c0db891bec12,prévoir control ETP 11 (trace d'huile ),2022-09-06 15:44:47,COMPRESSEUR D'AIR B TYPE GA90W,34MC,1
5fbd8750-6aaf-431c-aa67-2026919c6095,ecf5d507-cb6a-4d07-af67-71ec6951c4da,la pompe reste en service et n'atteint pas la pression nominal (température de réservoir élevée ).,2022-09-07 08:49:33,PP HUIL HYDR VN PP20,34MM,1
bc706ac1-22f7-4c08-b728-78ebceb9f476,f7edce60-d1a5-401a-b673-f1193930615c,Dur mécanique dans la vanne de convoyage du champ 3B TR3.,2022-09-09 09:00:00,VANNE DE DECHARGE DES SAS   SOUS CHAMP 3 ELECTROFI,34MC,1
e5241d80-1d9a-4eaa-9089-0259132db47a,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,installation nouveau coffret commande alimlentateur,2022-09-09 23:44:19,COAL FEEDER D,34CT,1
0b91b769-d3ab-4af8-b18a-9f5427039239,8339f76d-30eb-4918-99db-854ff69352fb,porte locale H2 paumelle cisaille,2022-09-11 08:45:24,"P,H2 SUPP GAS UNIT",34MD,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,le dégrilleur est déséquilibré tr3,2022-09-11 08:45:51,Dégrilleur,34MM,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,"prévoir mise en état des câbles électrique coffret (cote locale d excitation niv""0"")",2022-09-11 09:09:11,unité 03,34EL,1
80d9c5e5-6793-426b-b07f-08bfc1df6091,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,Racleur alimentateur C hors service,2022-09-11 09:09:28,CONVOYEUR DE NETTOYAGE  ALIMENTATEUR C,34EL,2
79be16a4-9880-460d-8deb-9475e2446d90,ceea456b-e44c-4713-9b87-9d2fa4a3976a,Installation du nouveau opacimetre,2022-09-11 14:28:29,OPACIMETRE,34CT,1
3ea80e51-1426-4181-8c47-e8029083919a,d1e82ff1-e194-4fcb-b805-d88cf1ac7945,Fuite de vapeur dans le réchauffeur fioul 10 TR3 .,2022-09-12 08:34:19,RÉCHAUFFEUR FIOUL N°20,34MC,2
689c937b-10ce-4985-ab97-3f9b6b98414c,8aaa2b80-4215-4bb5-a167-fed52bea9ca1,fuite de vapeur vannes isolement purges amont et aval clapet assisté soutirage N4(1430LBS40AA003/1430LBS40AA006).,2022-09-12 09:57:40,VANNE MANUELLE SOUTIRAGE 4,34MM,1
cb0d58a2-ccdd-4313-9f86-9d2b3ce0c54b,f771d801-5357-4818-976c-6a8102b713e2,Remise en état glissière de convoyeur économiseur BAT,2022-09-12 14:28:00,CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR,34MD,1
5179bccd-2dee-4ff7-a18e-36a2f8d4f972,8ab799f5-144f-420c-b426-3d7e36b13f59,dure mécanique lors de la sortie du ramoneur foyer bas IR24,2022-09-13 08:30:00,RAMONEUR N°24 D'EFFACEMENT TYPE IR,34MC,1
1c9fb929-dfd7-45ea-90b2-e259029c5cba,8ab799f5-144f-420c-b426-3d7e36b13f59,"problème mécanique ,au dispositif qui attaque la soupape, bloque le ramoneur IR23",2022-09-13 08:30:00,RAMONEUR N°23 D'EFFACEMENT TYPE IR,34MC,1
cdb3a3bc-8b32-4489-a100-2737c411d7a5,150ef315-4a3d-4550-8485-b2cc156c929f,Prévoir un appoint d'huile au niveau caisse a huile broyeur D,2022-09-13 09:18:39,PULV  D LUBE OIL HEATER,34MC,1
d0d15988-5f89-4884-a787-8c76184f0279,a738c0f1-e548-4680-9409-ef6832ec1e32,Prévoir la remise en état de la mesure T enroulement Moteur tirage B,2022-09-13 14:03:41,Mesure de Température Enroulement 1 Moteur du Ventilateur de Tirage  B,34CT,1
37187748-82d0-485a-ae7a-72ab83a583c4,e1768504-8b0f-4753-b9d8-35888de02a4b,Prévoir la remise en état de la mesure T enroulement Moteur A.P A,2022-09-13 14:03:45,Mesure de Température Enroulement 5 Moteur du Ventilateur Air Primaire A,34CT,1
ffe47834-c142-4975-a77e-a8d008241378,a738c0f1-e548-4680-9409-ef6832ec1e32,CONTRÔLE DES MESURES DE TEMPÉRATURE 30HNC10CT003/CT004/CT008,2022-09-13 14:29:00,Instrumentation ventilateur de tirage A,34CT,1
9e4f4bbb-fb8f-4f74-a86b-f196e629fc09,bc1c1c6b-3be2-4fe5-8dcd-728da638e33f,Fuite de fioul dans le pressostat de décharge des pompes fioul près des réchauffeur TR3 .,2022-09-14 08:24:30,PRESSOSTAT AVEC SEPARATEUR SUR PRISE+ ET PRISE -,34CT,2
1b5adfc5-69b4-48fb-9cd6-418623cd073d,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir appoint d huile racleur broyeur A,2022-09-15 12:19:04,MOTEUR DE NETTOYAGE CONVOYEUR ALIMENTATEUR,34MC,1
745b9455-a556-41b3-86e8-3abd5b41f81e,8329580a-3657-49b5-9cbc-8be96caaf19e,PREVOIR NETOIYAGE FILTRE VENTILATEUR SCANNER 10,2022-09-15 12:19:34,SCANNER AIR FILTER(FAN A INLET),34MC,1
6e2cf12e-a734-4639-ae8f-479252635bc9,e1768504-8b0f-4753-b9d8-35888de02a4b,fuite d air commande par détendeur registre soufflage B,2022-09-15 14:34:21,Ventilateur de souflage B,34CT,1
15cea147-6977-47f0-b2cb-167fbc8d1ee4,05b99274-9c03-4073-b564-ebfa2d5a5606,fuite d'air par raccord détendeur de commande registre au refoulement ventilateur soufflage B,2022-09-19 08:30:42,Registre au refoulement  ventilateur de souflage  B,34CT,1
cabaf3c4-3882-443e-be87-d5a3a3531ea4,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,discordance de péniche 2 par rapport aux autre angles,2022-09-19 08:30:50,COMMANDE DES INCLINAISON BRÛLEURS COIN 2.,34CT,1
1aca5fb6-aabd-4e63-8d15-f6c883e5338f,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir contrôle de distributeur vanne de convoyage champ 1A (la vanne ne s'ouvre pas).,2022-09-19 08:30:55,VANNE DE DECHARGE DES SAS   SOUS CHAMP 1 ELECTROFI,34CT,1
cb080dde-1503-4ba0-9acd-5b2bf28676a3,f7edce60-d1a5-401a-b673-f1193930615c,Dur mécanique dans la vanne de convoyage du champ 3B TR3,2022-09-19 08:41:02,SERVOMOTEUR DE LA VANNE DE DECHARGE DES SAS   SOUS,34MC,1
b5beeeef-2c3e-4509-a9b3-a224495cc4d7,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,fuite de charbon au dessous d'alimentateur B (percement au conduite),2022-09-19 08:41:07,COAL FEEDER B DISCHARGE,34MD,2
1aca5fb6-aabd-4e63-8d15-f6c883e5338f,f7edce60-d1a5-401a-b673-f1193930615c,Blocage de la vanne de convoyage du champ 1A tr3.,2022-09-19 08:41:10,VANNE DE DECHARGE DES SAS   SOUS CHAMP 1 ELECTROFI,34MC,1
d10a2c49-2040-4440-a4ce-f27fd7aaed6e,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,"Prévoir le contrôle du distributeur d'huile de la pompe d'huile de commande by-pass BP N° 10 ""30MAX21AP001"". ",2022-09-19 08:56:04,POMPE HYDROLIQUE BY-PASS LP  2,34MM,1
ce37391e-4e36-4470-9015-2c07284bbfa0,7fde15d9-3de7-4c34-8a41-78a4b00d81f8,"Prévoir le contrôle du distributeur d'huile de la pompe d'huile de commande by-pass BP N° 10 ""30lbx21ap001"".",2022-09-19 08:56:32,POMPE1 HYDRAULIQUE,34MM,2
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,FUITE DE VAPEUR PAR TESSE RAMONEUR IK14,2022-09-20 08:30:00,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MC,1
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir un appoint d'huile pompe de lavage N°10 tr3.,2022-09-20 08:33:15,Pompe eau de lavage du tambour 10,34MM,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Le râteau de dégrilleur déséquilibré.,2022-09-20 08:34:22,Dégrilleur,34MM,2
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir une inspection des sas champ 1A tr3 ( les joints des vannes entrée sas non étanches).,2022-09-22 15:44:34,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34MC,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,percement chaudière au angle AB4,2022-09-22 15:44:49,unité 03,34MD,3
06b43273-9fdf-4efd-8927-ed0967edaca9,db4d1348-69e4-4af6-b977-361b0b0f2f05,Bruit anormal côté libre moteur pompe fioul 20 U3 (à contrôler),2022-09-23 11:09:04,MOTEUR POMPE ALIMENTATION FUEL,34EL,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,manque l'éclairage de poste d'échantillonnage TR03,2022-09-23 11:09:10,unité 03,34EL,1
708a97eb-180a-456e-9270-f073ef37775b,8becbd89-5a10-405e-933a-8cf5d05aa6e4,DEFAUT D'OUVERTURE VANNE BYPASSE HP,2022-09-25 10:36:28,BY-PASS HP,34CT,2
10a6c009-6232-4682-b47f-29e6ede7d75c,a25a01fa-725e-49f3-92de-e6a63abe4fda,défaut d'ouverture vanne bypasse BP,2022-09-25 10:36:32,BY-PASS BP,34CT,1
7f87be06-3c25-49f6-a930-2cf96019b81b,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite d'eau alimentaire par garniture mécanique booster N20.,2022-09-25 14:51:44,Pompe nouriciere (booster)   N°20,34MM,1
c852c0f7-80b8-4263-98f0-46f47f3ceb44,f7edce60-d1a5-401a-b673-f1193930615c,PREVOIR LE CHANGEMENT DU SERVOMOTEUR DE LA VANNE DE REMPLISSAGE SAS COTE SAFI CHAMP 1A.,2022-09-25 15:53:55,SERVOMOTEUR DE LA VANNE  DE REMPLISSAGE SAS A SOUS,34MC,1
f294cdb7-90dc-402f-a162-d4ddc6f1e8fd,f7edce60-d1a5-401a-b673-f1193930615c,Discordance vannes remplissage champ d'évacuation 5A (retard + pompage servo-vanne sas côté Safi),2022-09-25 15:54:10,VANNE DE REMPLISSAGE SAS B SOUS CHAMP 5 ELECTROFIL,34MC,1
1fd46303-cff2-4e4e-b0cd-c79ccb10c4cd,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Fuite d'air au niveau porte visite réchauffeur Linjtrum (coté sortie air primaire),2022-09-26 07:59:22,Air heating system (flue-gas-heated),34MC,1
e5b1e3ce-17f6-440f-820f-9397a81eb333,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,entrée d'air par porte visite réchauffeur d'air (a cote du ramoneur),2022-09-26 08:30:43,RECHAUFFEUR D'AIR.,34MC,1
1719f1c4-fb39-4d7e-a7e4-b9be4ce9b4b6,f8c9a701-d706-4186-a4ab-5576d5df25da,Bruit anormale dans le surpresseur du système SO3 TR3.,2022-09-26 09:00:00,Systéme SO3,34MC,4
bc1bedf4-5fc0-42a8-a46f-7fc0cf062d52,f7edce60-d1a5-401a-b673-f1193930615c,Fuite d'air instrument au niveau du filtre d'air instrument coffret champ d'évacuation 6A,2022-09-26 09:29:53,SAS  SOUS CHAMP 6 ELECTROFILTRE A,34CT,1
befdbb2d-9609-4f2f-8718-79fb6206bbc8,9feed3a5-01a1-468d-b024-dea75b0dd68d,CPU slave Nœud 34 en défaut.,2022-09-26 09:29:59,Armoire de Contrôle Automate Node 34,34CT,1
e37217a3-5ad4-4c31-bcc3-581130d00c67,f7edce60-d1a5-401a-b673-f1193930615c,Non pressurisation des sas champ d'évacuation 3B U3 ( contrôle des joints vannes remplissage des sas),2022-09-26 09:49:01,SAS A SOUS CHAMP 3 ELECTROFILTRE B,34MC,1
